,Time,Status,Message,Location,Year
0,0 days 00:14:47.534000,2,Yellow,Melbourne,2018
1,0 days 00:14:54.676000,1,AllClear,Melbourne,2018
2,0 days 00:14:55.424000,2,Yellow,Melbourne,2018
3,0 days 00:17:32.340000,1,AllClear,Melbourne,2018
4,0 days 00:21:00.464000,2,Yellow,Melbourne,2018
5,0 days 00:21:02.731000,1,AllClear,Melbourne,2018
6,0 days 00:41:39.694000,2,Yellow,Melbourne,2018
7,0 days 00:41:54.199000,1,AllClear,Melbourne,2018
8,0 days 00:42:09.798000,2,Yellow,Melbourne,2018
9,0 days 00:43:06.320000,1,AllClear,Melbourne,2018
10,0 days 00:44:01.324000,2,Yellow,Melbourne,2018
11,0 days 00:44:59.666000,6,VSCDeployed,Melbourne,2018
12,0 days 00:49:00.615000,4,SCDeployed,Melbourne,2018
13,0 days 00:57:11.990000,1,AllClear,Melbourne,2018
14,0 days 00:08:08.643000,2,Yellow,Sakhir,2018
15,0 days 00:08:14.695000,1,AllClear,Sakhir,2018
16,0 days 00:08:26.014000,2,Yellow,Sakhir,2018
17,0 days 00:08:51.074000,1,AllClear,Sakhir,2018
18,0 days 00:09:57.697000,2,Yellow,Sakhir,2018
19,0 days 00:10:24.916000,1,AllClear,Sakhir,2018
20,0 days 00:10:32.280000,2,Yellow,Sakhir,2018
21,0 days 00:10:41.473000,6,VSCDeployed,Sakhir,2018
22,0 days 00:14:18.149000,7,VSCEnding,Sakhir,2018
23,0 days 00:14:28.726000,1,AllClear,Sakhir,2018
24,0 days 00:16:12.118000,2,Yellow,Sakhir,2018
25,0 days 00:16:52.560000,1,AllClear,Sakhir,2018
26,0 days 00:16:54.296000,2,Yellow,Sakhir,2018
27,0 days 00:17:03.081000,1,AllClear,Sakhir,2018
28,0 days 00:24:49.514000,2,Yellow,Sakhir,2018
29,0 days 00:25:07.399000,1,AllClear,Sakhir,2018
30,0 days 00:51:26.333000,2,Yellow,Sakhir,2018
31,0 days 00:51:37.393000,1,AllClear,Sakhir,2018
32,0 days 01:12:30.099000,2,Yellow,Sakhir,2018
33,0 days 01:12:43.186000,1,AllClear,Sakhir,2018
34,0 days 00:56:48.669000,2,Yellow,Shanghai,2018
35,0 days 00:56:55.543000,1,AllClear,Shanghai,2018
36,0 days 00:56:56.675000,2,Yellow,Shanghai,2018
37,0 days 00:57:01.660000,1,AllClear,Shanghai,2018
38,0 days 00:58:51.111000,4,SCDeployed,Shanghai,2018
39,0 days 01:08:59.294000,1,AllClear,Shanghai,2018
40,0 days 01:22:07.472000,2,Yellow,Shanghai,2018
41,0 days 01:22:15.100000,1,AllClear,Shanghai,2018
42,0 days 00:08:08.035000,2,Yellow,Baku,2018
43,0 days 00:08:31.311000,4,SCDeployed,Baku,2018
44,0 days 00:20:55.542000,1,AllClear,Baku,2018
45,0 days 00:29:45.887000,2,Yellow,Baku,2018
46,0 days 00:29:57.038000,1,AllClear,Baku,2018
47,0 days 00:31:56.943000,2,Yellow,Baku,2018
48,0 days 00:32:11.113000,1,AllClear,Baku,2018
49,0 days 00:38:24.721000,2,Yellow,Baku,2018
50,0 days 00:39:20.846000,1,AllClear,Baku,2018
51,0 days 00:39:21.089000,2,Yellow,Baku,2018
52,0 days 00:39:24.030000,1,AllClear,Baku,2018
53,0 days 00:44:33.894000,2,Yellow,Baku,2018
54,0 days 00:44:46.392000,1,AllClear,Baku,2018
55,0 days 00:48:45.019000,2,Yellow,Baku,2018
56,0 days 00:48:56.143000,1,AllClear,Baku,2018
57,0 days 01:23:08.659000,2,Yellow,Baku,2018
58,0 days 01:23:50.402000,4,SCDeployed,Baku,2018
59,0 days 01:44:03.406000,1,AllClear,Baku,2018
60,0 days 01:46:30.618000,2,Yellow,Baku,2018
61,0 days 01:46:34.249000,1,AllClear,Baku,2018
62,0 days 01:46:44.106000,2,Yellow,Baku,2018
63,0 days 01:47:59.907000,1,AllClear,Baku,2018
64,0 days 00:07:38.778000,2,Yellow,Barcelona,2018
65,0 days 00:07:45.735000,4,SCDeployed,Barcelona,2018
66,0 days 00:20:01.446000,1,AllClear,Barcelona,2018
67,0 days 01:06:31.369000,2,Yellow,Barcelona,2018
68,0 days 01:07:06.365000,6,VSCDeployed,Barcelona,2018
69,0 days 01:10:26.389000,7,VSCEnding,Barcelona,2018
70,0 days 01:10:40.273000,1,AllClear,Barcelona,2018
71,0 days 01:10:45.365000,2,Yellow,Barcelona,2018
72,0 days 01:10:53.057000,1,AllClear,Barcelona,2018
73,0 days 00:07:26.615000,2,Yellow,Monte Carlo,2018
74,0 days 00:08:23.728000,1,AllClear,Monte Carlo,2018
75,0 days 00:23:43.859000,2,Yellow,Monte Carlo,2018
76,0 days 00:23:52.390000,1,AllClear,Monte Carlo,2018
77,0 days 01:16:03.406000,2,Yellow,Monte Carlo,2018
78,0 days 01:17:08.918000,1,AllClear,Monte Carlo,2018
79,0 days 01:40:35.410000,2,Yellow,Monte Carlo,2018
80,0 days 01:41:19.432000,6,VSCDeployed,Monte Carlo,2018
81,0 days 01:43:22.924000,7,VSCEnding,Monte Carlo,2018
82,0 days 01:43:34.712000,1,AllClear,Monte Carlo,2018
83,0 days 00:07:29.041000,2,Yellow,Montréal,2018
84,0 days 00:07:42.541000,4,SCDeployed,Montréal,2018
85,0 days 00:14:35.528000,1,AllClear,Montréal,2018
86,0 days 01:39:03.793000,2,Yellow,Montréal,2018
87,0 days 01:39:07.326000,1,AllClear,Montréal,2018
88,0 days 01:39:09.347000,2,Yellow,Montréal,2018
89,0 days 01:39:18.240000,1,AllClear,Montréal,2018
90,0 days 01:39:31.886000,2,Yellow,Montréal,2018
91,0 days 01:39:35.425000,1,AllClear,Montréal,2018
92,0 days 00:07:41.290000,2,Yellow,Le Castellet,2018
93,0 days 00:07:46.439000,1,AllClear,Le Castellet,2018
94,0 days 00:07:54.649000,2,Yellow,Le Castellet,2018
95,0 days 00:08:13.781000,4,SCDeployed,Le Castellet,2018
96,0 days 00:19:28.652000,1,AllClear,Le Castellet,2018
97,0 days 00:20:07.542000,2,Yellow,Le Castellet,2018
98,0 days 00:20:14.784000,1,AllClear,Le Castellet,2018
99,0 days 01:32:22.447000,2,Yellow,Le Castellet,2018
100,0 days 01:33:48.044000,6,VSCDeployed,Le Castellet,2018
101,0 days 01:36:11.850000,7,VSCEnding,Le Castellet,2018
102,0 days 01:36:24.477000,1,AllClear,Le Castellet,2018
103,0 days 01:36:26.822000,2,Yellow,Le Castellet,2018
104,0 days 01:41:57.006000,1,AllClear,Le Castellet,2018
105,0 days 00:08:50.939000,2,Yellow,Spielberg,2018
106,0 days 00:08:59.637000,1,AllClear,Spielberg,2018
107,0 days 00:20:11.925000,2,Yellow,Spielberg,2018
108,0 days 00:20:24.836000,1,AllClear,Spielberg,2018
109,0 days 00:20:29.649000,2,Yellow,Spielberg,2018
110,0 days 00:20:58.721000,1,AllClear,Spielberg,2018
111,0 days 00:22:53.051000,2,Yellow,Spielberg,2018
112,0 days 00:23:23.891000,6,VSCDeployed,Spielberg,2018
113,0 days 00:25:17.153000,7,VSCEnding,Spielberg,2018
114,0 days 00:25:27.155000,1,AllClear,Spielberg,2018
115,0 days 01:09:04.645000,2,Yellow,Spielberg,2018
116,0 days 01:10:36.446000,1,AllClear,Spielberg,2018
117,0 days 01:10:50.645000,2,Yellow,Spielberg,2018
118,0 days 01:10:52.201000,1,AllClear,Spielberg,2018
119,0 days 01:10:53.447000,2,Yellow,Spielberg,2018
120,0 days 01:11:14.290000,1,AllClear,Spielberg,2018
121,0 days 01:11:59.724000,2,Yellow,Spielberg,2018
122,0 days 01:12:51.103000,1,AllClear,Spielberg,2018
123,0 days 01:19:26.932000,2,Yellow,Spielberg,2018
124,0 days 01:19:30.706000,1,AllClear,Spielberg,2018
125,0 days 01:20:22.350000,2,Yellow,Spielberg,2018
126,0 days 01:21:13.115000,1,AllClear,Spielberg,2018
127,0 days 01:29:56.639000,2,Yellow,Spielberg,2018
128,0 days 01:30:14.550000,1,AllClear,Spielberg,2018
129,0 days 00:07:30.107000,2,Yellow,Silverstone,2018
130,0 days 00:07:47.894000,1,AllClear,Silverstone,2018
131,0 days 00:08:11.625000,2,Yellow,Silverstone,2018
132,0 days 00:08:53.427000,1,AllClear,Silverstone,2018
133,0 days 00:09:55.014000,2,Yellow,Silverstone,2018
134,0 days 00:10:15.054000,1,AllClear,Silverstone,2018
135,0 days 00:11:20.502000,2,Yellow,Silverstone,2018
136,0 days 00:11:30.829000,1,AllClear,Silverstone,2018
137,0 days 00:36:41.432000,2,Yellow,Silverstone,2018
138,0 days 00:36:51.567000,1,AllClear,Silverstone,2018
139,0 days 00:37:25.655000,2,Yellow,Silverstone,2018
140,0 days 00:39:17.571000,1,AllClear,Silverstone,2018
141,0 days 00:57:19.348000,2,Yellow,Silverstone,2018
142,0 days 00:58:03.901000,4,SCDeployed,Silverstone,2018
143,0 days 01:08:53.708000,1,AllClear,Silverstone,2018
144,0 days 01:10:08.354000,2,Yellow,Silverstone,2018
145,0 days 01:10:38.959000,4,SCDeployed,Silverstone,2018
146,0 days 01:17:41.064000,1,AllClear,Silverstone,2018
147,0 days 01:25:38.313000,2,Yellow,Silverstone,2018
148,0 days 01:25:44.361000,1,AllClear,Silverstone,2018
149,0 days 01:27:11.253000,2,Yellow,Silverstone,2018
150,0 days 01:27:35.928000,1,AllClear,Silverstone,2018
151,0 days 00:44:03.011000,2,Yellow,Hockenheim,2018
152,0 days 00:45:27.208000,1,AllClear,Hockenheim,2018
153,0 days 01:09:39.076000,2,Yellow,Hockenheim,2018
154,0 days 01:09:51.155000,1,AllClear,Hockenheim,2018
155,0 days 01:11:19.205000,2,Yellow,Hockenheim,2018
156,0 days 01:11:20.843000,1,AllClear,Hockenheim,2018
157,0 days 01:13:45.667000,2,Yellow,Hockenheim,2018
158,0 days 01:13:56.558000,1,AllClear,Hockenheim,2018
159,0 days 01:14:50.284000,2,Yellow,Hockenheim,2018
160,0 days 01:15:05.199000,1,AllClear,Hockenheim,2018
161,0 days 01:15:27.833000,2,Yellow,Hockenheim,2018
162,0 days 01:15:43.951000,4,SCDeployed,Hockenheim,2018
163,0 days 01:26:35.450000,1,AllClear,Hockenheim,2018
164,0 days 00:15:04.279000,2,Yellow,Budapest,2018
165,0 days 00:15:14.559000,6,VSCDeployed,Budapest,2018
166,0 days 00:16:02.173000,7,VSCEnding,Budapest,2018
167,0 days 00:16:16.333000,1,AllClear,Budapest,2018
168,0 days 01:17:28.040000,2,Yellow,Budapest,2018
169,0 days 01:17:35.690000,6,VSCDeployed,Budapest,2018
170,0 days 01:18:47.016000,7,VSCEnding,Budapest,2018
171,0 days 01:19:01.500000,1,AllClear,Budapest,2018
172,0 days 00:00:00,1,AllClear,Spa-Francorchamps,2018
173,0 days 00:14:48.834000,2,Yellow,Spa-Francorchamps,2018
174,0 days 00:14:50.817000,1,AllClear,Spa-Francorchamps,2018
175,0 days 00:18:44.585000,2,Yellow,Spa-Francorchamps,2018
176,0 days 00:19:13.527000,4,SCDeployed,Spa-Francorchamps,2018
177,0 days 00:29:34.490000,1,AllClear,Spa-Francorchamps,2018
178,0 days 01:42:18.720000,2,Yellow,Spa-Francorchamps,2018
179,0 days 01:45:13.546000,1,AllClear,Spa-Francorchamps,2018
180,0 days 00:00:00,1,AllClear,Monza,2018
181,0 days 00:18:55.262000,2,Yellow,Monza,2018
182,0 days 00:19:37.098000,6,VSCDeployed,Monza,2018
183,0 days 00:20:49.389000,7,VSCEnding,Monza,2018
184,0 days 00:22:37.098000,4,SCDeployed,Monza,2018
185,0 days 00:24:40.762000,1,AllClear,Monza,2018
186,0 days 00:54:24.938000,2,Yellow,Monza,2018
187,0 days 00:56:49.323000,1,AllClear,Monza,2018
188,0 days 00:07:50.402000,1,AllClear,Singapore,2018
189,0 days 00:18:58.280000,2,Yellow,Singapore,2018
190,0 days 00:19:09.767000,4,SCDeployed,Singapore,2018
191,0 days 00:28:57.272000,1,AllClear,Singapore,2018
192,0 days 00:00:00,1,AllClear,Sochi,2018
193,0 days 00:19:12.622000,2,Yellow,Sochi,2018
194,0 days 00:19:30.434000,1,AllClear,Sochi,2018
195,0 days 00:19:47.345000,2,Yellow,Sochi,2018
196,0 days 00:20:05.237000,1,AllClear,Sochi,2018
197,0 days 00:24:34.322000,2,Yellow,Sochi,2018
198,0 days 00:24:44.044000,1,AllClear,Sochi,2018
199,0 days 00:24:46.876000,2,Yellow,Sochi,2018
200,0 days 00:24:48.184000,1,AllClear,Sochi,2018
201,0 days 00:07:18.242000,1,AllClear,Suzuka,2018
202,0 days 00:23:40.758000,4,SCDeployed,Suzuka,2018
203,0 days 00:32:40.378000,1,AllClear,Suzuka,2018
204,0 days 00:34:00.280000,2,Yellow,Suzuka,2018
205,0 days 00:34:17.552000,1,AllClear,Suzuka,2018
206,0 days 01:24:37.502000,2,Yellow,Suzuka,2018
207,0 days 01:24:44.109000,1,AllClear,Suzuka,2018
208,0 days 01:25:16.445000,2,Yellow,Suzuka,2018
209,0 days 01:26:07.512000,6,VSCDeployed,Suzuka,2018
210,0 days 01:27:08.858000,7,VSCEnding,Suzuka,2018
211,0 days 01:27:19.093000,1,AllClear,Suzuka,2018
212,0 days 00:07:15.932000,1,AllClear,Austin,2018
213,0 days 00:34:13.429000,2,Yellow,Austin,2018
214,0 days 00:34:31.993000,1,AllClear,Austin,2018
215,0 days 00:34:48.262000,2,Yellow,Austin,2018
216,0 days 00:35:04.962000,1,AllClear,Austin,2018
217,0 days 00:38:06.453000,2,Yellow,Austin,2018
218,0 days 00:38:16.838000,1,AllClear,Austin,2018
219,0 days 00:48:09.923000,2,Yellow,Austin,2018
220,0 days 00:48:10.804000,1,AllClear,Austin,2018
221,0 days 00:48:11.032000,2,Yellow,Austin,2018
222,0 days 00:48:25.059000,1,AllClear,Austin,2018
223,0 days 00:48:36.446000,2,Yellow,Austin,2018
224,0 days 00:50:23.873000,6,VSCDeployed,Austin,2018
225,0 days 00:53:07.612000,7,VSCEnding,Austin,2018
226,0 days 00:53:22.469000,1,AllClear,Austin,2018
227,0 days 00:05:20.880000,1,AllClear,Mexico City,2018
228,0 days 00:38:30.932000,2,Yellow,Mexico City,2018
229,0 days 00:38:48.936000,1,AllClear,Mexico City,2018
230,0 days 00:38:53.651000,2,Yellow,Mexico City,2018
231,0 days 00:38:58.567000,6,VSCDeployed,Mexico City,2018
232,0 days 00:39:55.469000,7,VSCEnding,Mexico City,2018
233,0 days 00:40:06.874000,1,AllClear,Mexico City,2018
234,0 days 01:14:15.429000,2,Yellow,Mexico City,2018
235,0 days 01:14:41.480000,6,VSCDeployed,Mexico City,2018
236,0 days 01:17:37.957000,7,VSCEnding,Mexico City,2018
237,0 days 01:17:50.261000,1,AllClear,Mexico City,2018
238,0 days 01:57:58.372000,2,Yellow,Mexico City,2018
239,0 days 01:58:13.123000,6,VSCDeployed,Mexico City,2018
240,0 days 02:00:43.030000,7,VSCEnding,Mexico City,2018
241,0 days 02:00:57.466000,1,AllClear,Mexico City,2018
242,0 days 00:10:26.889000,1,AllClear,São Paulo,2018
243,0 days 00:58:44.871000,2,Yellow,São Paulo,2018
244,0 days 00:58:46.189000,1,AllClear,São Paulo,2018
245,0 days 00:58:50.036000,2,Yellow,São Paulo,2018
246,0 days 00:58:55.932000,1,AllClear,São Paulo,2018
247,0 days 01:26:58.826000,2,Yellow,São Paulo,2018
248,0 days 01:27:11.053000,1,AllClear,São Paulo,2018
249,0 days 00:14:50.789000,1,AllClear,Yas Marina,2018
250,0 days 00:34:34.281000,2,Yellow,Yas Marina,2018
251,0 days 00:34:38.530000,4,SCDeployed,Yas Marina,2018
252,0 days 00:43:48.619000,1,AllClear,Yas Marina,2018
253,0 days 00:47:51.675000,2,Yellow,Yas Marina,2018
254,0 days 00:48:04.656000,6,VSCDeployed,Yas Marina,2018
255,0 days 00:51:21.870000,7,VSCEnding,Yas Marina,2018
256,0 days 00:51:34.104000,1,AllClear,Yas Marina,2018
257,0 days 02:01:04.848000,2,Yellow,Yas Marina,2018
258,0 days 02:01:34.561000,1,AllClear,Yas Marina,2018
259,0 days 02:01:36.124000,2,Yellow,Yas Marina,2018
260,0 days 02:03:00.479000,1,AllClear,Yas Marina,2018
261,0 days 02:14:57.626000,2,Yellow,Yas Marina,2018
262,0 days 02:15:13.561000,1,AllClear,Yas Marina,2018
263,0 days 00:00:00,1,AllClear,Melbourne,2019
264,0 days 00:34:07.225000,2,Yellow,Melbourne,2019
265,0 days 00:34:50.255000,1,AllClear,Melbourne,2019
266,0 days 01:19:15.470000,2,Yellow,Melbourne,2019
267,0 days 01:19:24.296000,1,AllClear,Melbourne,2019
268,0 days 00:11:35.413000,1,AllClear,Sakhir,2019
269,0 days 00:11:35.413000,2,Yellow,Sakhir,2019
270,0 days 00:11:35.413000,1,AllClear,Sakhir,2019
271,0 days 00:34:13.604000,2,Yellow,Sakhir,2019
272,0 days 00:34:15.208000,1,AllClear,Sakhir,2019
273,0 days 00:34:21.300000,2,Yellow,Sakhir,2019
274,0 days 00:34:23.498000,1,AllClear,Sakhir,2019
275,0 days 00:34:41.968000,2,Yellow,Sakhir,2019
276,0 days 00:34:47.654000,1,AllClear,Sakhir,2019
277,0 days 00:34:57.343000,2,Yellow,Sakhir,2019
278,0 days 00:35:15.885000,1,AllClear,Sakhir,2019
279,0 days 00:36:00.703000,2,Yellow,Sakhir,2019
280,0 days 00:36:04.956000,1,AllClear,Sakhir,2019
281,0 days 00:39:02.300000,2,Yellow,Sakhir,2019
282,0 days 00:39:17.245000,1,AllClear,Sakhir,2019
283,0 days 00:42:29.779000,2,Yellow,Sakhir,2019
284,0 days 00:42:37.415000,1,AllClear,Sakhir,2019
285,0 days 00:52:59.771000,2,Yellow,Sakhir,2019
286,0 days 00:53:09.611000,1,AllClear,Sakhir,2019
287,0 days 01:34:27.384000,2,Yellow,Sakhir,2019
288,0 days 01:34:37.647000,1,AllClear,Sakhir,2019
289,0 days 01:38:46.084000,2,Yellow,Sakhir,2019
290,0 days 01:38:54.802000,1,AllClear,Sakhir,2019
291,0 days 01:42:50.190000,2,Yellow,Sakhir,2019
292,0 days 01:42:58.341000,1,AllClear,Sakhir,2019
293,0 days 02:00:47.445000,2,Yellow,Sakhir,2019
294,0 days 02:02:15.423000,4,SCDeployed,Sakhir,2019
295,0 days 00:02:12.673000,1,AllClear,Shanghai,2019
296,0 days 00:34:16.094000,2,Yellow,Shanghai,2019
297,0 days 00:34:21.312000,1,AllClear,Shanghai,2019
298,0 days 00:34:52.298000,6,VSCDeployed,Shanghai,2019
299,0 days 00:35:43.635000,7,VSCEnding,Shanghai,2019
300,0 days 00:35:55.890000,1,AllClear,Shanghai,2019
301,0 days 00:00:00,1,AllClear,Baku,2019
302,0 days 00:01:22.039000,2,Yellow,Baku,2019
303,0 days 00:01:26.109000,1,AllClear,Baku,2019
304,0 days 00:01:30.027000,2,Yellow,Baku,2019
305,0 days 00:02:56.309000,1,AllClear,Baku,2019
306,0 days 00:08:19.127000,2,Yellow,Baku,2019
307,0 days 00:08:42.220000,1,AllClear,Baku,2019
308,0 days 00:09:00.023000,2,Yellow,Baku,2019
309,0 days 00:09:03.208000,1,AllClear,Baku,2019
310,0 days 00:29:00.646000,2,Yellow,Baku,2019
311,0 days 00:29:10.240000,1,AllClear,Baku,2019
312,0 days 01:29:17.788000,2,Yellow,Baku,2019
313,0 days 01:30:06.538000,1,AllClear,Baku,2019
314,0 days 01:32:14.820000,2,Yellow,Baku,2019
315,0 days 01:32:24.573000,1,AllClear,Baku,2019
316,0 days 01:43:24.755000,2,Yellow,Baku,2019
317,0 days 01:43:44.117000,6,VSCDeployed,Baku,2019
318,0 days 01:46:55.319000,7,VSCEnding,Baku,2019
319,0 days 01:47:09.895000,1,AllClear,Baku,2019
320,0 days 00:11:56.307000,1,AllClear,Barcelona,2019
321,0 days 00:21:29.417000,2,Yellow,Barcelona,2019
322,0 days 00:21:34.798000,1,AllClear,Barcelona,2019
323,0 days 00:33:44.426000,2,Yellow,Barcelona,2019
324,0 days 00:33:52.697000,1,AllClear,Barcelona,2019
325,0 days 01:35:42.720000,2,Yellow,Barcelona,2019
326,0 days 01:36:08.106000,4,SCDeployed,Barcelona,2019
327,0 days 01:50:14.665000,1,AllClear,Barcelona,2019
328,0 days 00:04:42.136000,1,AllClear,Monte Carlo,2019
329,0 days 00:24:57.650000,2,Yellow,Monte Carlo,2019
330,0 days 00:25:03.853000,1,AllClear,Monte Carlo,2019
331,0 days 00:25:09.482000,2,Yellow,Monte Carlo,2019
332,0 days 00:25:18.636000,1,AllClear,Monte Carlo,2019
333,0 days 00:25:31.865000,2,Yellow,Monte Carlo,2019
334,0 days 00:25:38.079000,1,AllClear,Monte Carlo,2019
335,0 days 00:25:42.701000,2,Yellow,Monte Carlo,2019
336,0 days 00:25:57.176000,1,AllClear,Monte Carlo,2019
337,0 days 00:33:21.929000,2,Yellow,Monte Carlo,2019
338,0 days 00:33:25.453000,1,AllClear,Monte Carlo,2019
339,0 days 00:40:25.914000,2,Yellow,Monte Carlo,2019
340,0 days 00:40:29.162000,1,AllClear,Monte Carlo,2019
341,0 days 00:43:28.466000,2,Yellow,Monte Carlo,2019
342,0 days 00:43:32.405000,1,AllClear,Monte Carlo,2019
343,0 days 00:44:14.388000,2,Yellow,Monte Carlo,2019
344,0 days 00:44:17.198000,1,AllClear,Monte Carlo,2019
345,0 days 00:44:23.408000,2,Yellow,Monte Carlo,2019
346,0 days 00:44:27.879000,1,AllClear,Monte Carlo,2019
