,Time,Status,Message,Location,Year
1046,0 days 02:34:59.877000,1,AllClear,Miami,2022
1047,0 days 00:00:00,2,Yellow,Barcelona,2022
1048,0 days 00:07:30.185000,1,AllClear,Barcelona,2022
1049,0 days 01:02:47.426000,2,Yellow,Barcelona,2022
1050,0 days 01:02:59.996000,1,AllClear,Barcelona,2022
1051,0 days 01:11:36.002000,2,Yellow,Barcelona,2022
1052,0 days 01:11:48.338000,1,AllClear,Barcelona,2022
1053,0 days 01:14:25.457000,2,Yellow,Barcelona,2022
1054,0 days 01:14:33.638000,1,AllClear,Barcelona,2022
1055,0 days 00:00:00,1,AllClear,Monaco,2022
1056,0 days 00:25:31.516000,2,Yellow,Monaco,2022
1057,0 days 00:25:37.692000,1,AllClear,Monaco,2022
1058,0 days 00:51:03.026000,2,Yellow,Monaco,2022
1059,0 days 00:51:13.019000,1,AllClear,Monaco,2022
1060,0 days 01:19:22.344000,5,Red,Monaco,2022
1061,0 days 02:02:18.135000,1,AllClear,Monaco,2022
1062,0 days 02:05:59.441000,2,Yellow,Monaco,2022
1063,0 days 02:06:15.238000,1,AllClear,Monaco,2022
1064,0 days 02:07:21.514000,4,SCDeployed,Monaco,2022
1065,0 days 02:08:37.509000,1,AllClear,Monaco,2022
1066,0 days 02:14:27.027000,2,Yellow,Monaco,2022
1067,0 days 02:14:29.640000,1,AllClear,Monaco,2022
1068,0 days 02:21:45.327000,2,Yellow,Monaco,2022
1069,0 days 02:21:52.470000,1,AllClear,Monaco,2022
1070,0 days 02:22:59.472000,2,Yellow,Monaco,2022
1071,0 days 02:23:06.994000,1,AllClear,Monaco,2022
1072,0 days 02:33:15.824000,2,Yellow,Monaco,2022
1073,0 days 02:33:19.417000,1,AllClear,Monaco,2022
1074,0 days 02:37:54.716000,2,Yellow,Monaco,2022
1075,0 days 02:38:01.377000,1,AllClear,Monaco,2022
1076,0 days 02:46:32.826000,2,Yellow,Monaco,2022
1077,0 days 02:46:46.261000,6,VSCDeployed,Monaco,2022
1078,0 days 02:48:33.853000,4,SCDeployed,Monaco,2022
1079,0 days 02:54:02.815000,5,Red,Monaco,2022
1080,0 days 03:10:08.667000,1,AllClear,Monaco,2022
1081,0 days 03:50:03.263000,2,Yellow,Monaco,2022
1082,0 days 03:50:10.544000,1,AllClear,Monaco,2022
1083,0 days 03:54:35,2,Yellow,Monaco,2022
1084,0 days 03:54:43.128000,1,AllClear,Monaco,2022
1085,0 days 04:04:20.991000,2,Yellow,Monaco,2022
1086,0 days 00:00:03.133000,2,Yellow,Baku,2022
1087,0 days 00:00:12.284000,1,AllClear,Baku,2022
1088,0 days 00:00:14.876000,2,Yellow,Baku,2022
1089,0 days 00:11:48.278000,1,AllClear,Baku,2022
1090,0 days 00:20:40.673000,2,Yellow,Baku,2022
1091,0 days 00:21:07.849000,1,AllClear,Baku,2022
1092,0 days 00:51:37.173000,2,Yellow,Baku,2022
1093,0 days 00:51:43.773000,1,AllClear,Baku,2022
1094,0 days 00:51:47.484000,2,Yellow,Baku,2022
1095,0 days 00:52:07.769000,1,AllClear,Baku,2022
1096,0 days 00:52:14.690000,2,Yellow,Baku,2022
1097,0 days 00:52:24.748000,1,AllClear,Baku,2022
1098,0 days 01:18:10.247000,2,Yellow,Baku,2022
1099,0 days 01:19:09.213000,6,VSCDeployed,Baku,2022
1100,0 days 01:21:06.431000,7,VSCEnding,Baku,2022
1101,0 days 01:21:20.621000,1,AllClear,Baku,2022
1102,0 days 01:26:26.185000,2,Yellow,Baku,2022
1103,0 days 01:26:32.065000,1,AllClear,Baku,2022
1104,0 days 02:02:45.972000,2,Yellow,Baku,2022
1105,0 days 02:03:22.133000,6,VSCDeployed,Baku,2022
1106,0 days 02:07:27.871000,7,VSCEnding,Baku,2022
1107,0 days 02:07:40.908000,1,AllClear,Baku,2022
1108,0 days 02:38:28.902000,2,Yellow,Baku,2022
1109,0 days 00:00:00,2,Yellow,Montréal,2022
1110,0 days 00:06:01.850000,1,AllClear,Montréal,2022
1111,0 days 01:12:46.079000,2,Yellow,Montréal,2022
1112,0 days 01:13:11.665000,6,VSCDeployed,Montréal,2022
1113,0 days 01:15:55.176000,7,VSCEnding,Montréal,2022
1114,0 days 01:16:09.743000,1,AllClear,Montréal,2022
1115,0 days 01:27:52.759000,2,Yellow,Montréal,2022
1116,0 days 01:28:10.130000,6,VSCDeployed,Montréal,2022
1117,0 days 01:29:35.617000,7,VSCEnding,Montréal,2022
1118,0 days 01:29:49.731000,1,AllClear,Montréal,2022
1119,0 days 02:06:35.092000,2,Yellow,Montréal,2022
1120,0 days 02:07:19.350000,4,SCDeployed,Montréal,2022
1121,0 days 02:18:05.440000,1,AllClear,Montréal,2022
1122,0 days 00:00:00,1,AllClear,Silverstone,2022
1123,0 days 01:02:26.276000,2,Yellow,Silverstone,2022
1124,0 days 01:02:38.097000,5,Red,Silverstone,2022
1125,0 days 01:54:02.388000,1,AllClear,Silverstone,2022
1126,0 days 02:11:53.059000,2,Yellow,Silverstone,2022
1127,0 days 02:12:03.034000,1,AllClear,Silverstone,2022
1128,0 days 02:55:58.711000,2,Yellow,Silverstone,2022
1129,0 days 02:56:11.429000,4,SCDeployed,Silverstone,2022
1130,0 days 03:04:51.200000,1,AllClear,Silverstone,2022
1131,0 days 03:20:51.705000,2,Yellow,Silverstone,2022
1132,0 days 03:22:47.062000,1,AllClear,Silverstone,2022
1133,0 days 00:08:05.416000,1,AllClear,Spielberg,2022
1134,0 days 01:48:58.964000,2,Yellow,Spielberg,2022
1135,0 days 01:49:14.531000,1,AllClear,Spielberg,2022
1136,0 days 02:09:18.938000,2,Yellow,Spielberg,2022
1137,0 days 02:09:21.419000,1,AllClear,Spielberg,2022
1138,0 days 02:09:26.637000,2,Yellow,Spielberg,2022
1139,0 days 02:10:18.024000,6,VSCDeployed,Spielberg,2022
1140,0 days 02:12:46.453000,7,VSCEnding,Spielberg,2022
1141,0 days 02:12:58.041000,1,AllClear,Spielberg,2022
1142,0 days 00:00:00,1,AllClear,Le Castellet,2022
1143,0 days 00:15:20.751000,2,Yellow,Le Castellet,2022
1144,0 days 00:15:23.161000,1,AllClear,Le Castellet,2022
1145,0 days 00:15:24.861000,2,Yellow,Le Castellet,2022
1146,0 days 00:15:27.740000,1,AllClear,Le Castellet,2022
1147,0 days 00:43:42.474000,2,Yellow,Le Castellet,2022
1148,0 days 00:43:57.738000,1,AllClear,Le Castellet,2022
1149,0 days 01:11:55.277000,2,Yellow,Le Castellet,2022
1150,0 days 01:12:15.584000,4,SCDeployed,Le Castellet,2022
1151,0 days 01:18:02.505000,1,AllClear,Le Castellet,2022
1152,0 days 01:21:18.845000,2,Yellow,Le Castellet,2022
1153,0 days 01:21:37,1,AllClear,Le Castellet,2022
1154,0 days 01:47:01.605000,2,Yellow,Le Castellet,2022
1155,0 days 01:47:07.661000,1,AllClear,Le Castellet,2022
1156,0 days 02:05:04.377000,2,Yellow,Le Castellet,2022
1157,0 days 02:05:47.311000,6,VSCDeployed,Le Castellet,2022
1158,0 days 02:06:45.700000,7,VSCEnding,Le Castellet,2022
1159,0 days 02:07:44.438000,1,AllClear,Le Castellet,2022
1160,0 days 00:00:00,2,Yellow,Budapest,2022
1161,0 days 00:04:16.015000,1,AllClear,Budapest,2022
1162,0 days 01:02:47.449000,2,Yellow,Budapest,2022
1163,0 days 01:03:00.518000,1,AllClear,Budapest,2022
1164,0 days 01:03:35.598000,6,VSCDeployed,Budapest,2022
1165,0 days 01:05:42.914000,7,VSCEnding,Budapest,2022
1166,0 days 01:05:53.098000,1,AllClear,Budapest,2022
1167,0 days 01:51:41.509000,2,Yellow,Budapest,2022
1168,0 days 01:51:56.165000,1,AllClear,Budapest,2022
1169,0 days 02:00:44.321000,2,Yellow,Budapest,2022
1170,0 days 02:00:46.696000,1,AllClear,Budapest,2022
1171,0 days 02:09:19.027000,2,Yellow,Budapest,2022
1172,0 days 02:09:21.966000,1,AllClear,Budapest,2022
1173,0 days 02:09:26.516000,2,Yellow,Budapest,2022
1174,0 days 02:09:28.570000,1,AllClear,Budapest,2022
1175,0 days 02:36:59.872000,2,Yellow,Budapest,2022
1176,0 days 02:37:36.563000,6,VSCDeployed,Budapest,2022
1177,0 days 02:39:27.997000,7,VSCEnding,Budapest,2022
1178,0 days 02:39:41.769000,1,AllClear,Budapest,2022
1179,0 days 00:01:29.745000,1,AllClear,Spa-Francorchamps,2022
1180,0 days 00:30:37.879000,2,Yellow,Spa-Francorchamps,2022
1181,0 days 00:31:09.838000,1,AllClear,Spa-Francorchamps,2022
1182,0 days 01:03:26.855000,2,Yellow,Spa-Francorchamps,2022
1183,0 days 01:03:32.069000,1,AllClear,Spa-Francorchamps,2022
1184,0 days 01:05:18.853000,2,Yellow,Spa-Francorchamps,2022
1185,0 days 01:05:51.780000,4,SCDeployed,Spa-Francorchamps,2022
1186,0 days 01:12:57.770000,1,AllClear,Spa-Francorchamps,2022
1187,0 days 02:28:40.049000,2,Yellow,Spa-Francorchamps,2022
1188,0 days 02:30:56.014000,1,AllClear,Spa-Francorchamps,2022
1189,0 days 00:00:00,1,AllClear,Zandvoort,2022
1190,0 days 01:03:40.534000,2,Yellow,Zandvoort,2022
1191,0 days 01:03:46.992000,1,AllClear,Zandvoort,2022
1192,0 days 01:06:24.939000,2,Yellow,Zandvoort,2022
1193,0 days 01:06:28.074000,1,AllClear,Zandvoort,2022
1194,0 days 01:57:59.631000,2,Yellow,Zandvoort,2022
1195,0 days 01:59:00.629000,1,AllClear,Zandvoort,2022
1196,0 days 02:01:59.716000,2,Yellow,Zandvoort,2022
1197,0 days 02:02:28.234000,6,VSCDeployed,Zandvoort,2022
1198,0 days 02:06:03.103000,7,VSCEnding,Zandvoort,2022
1199,0 days 02:06:16.780000,1,AllClear,Zandvoort,2022
1200,0 days 02:13:01.978000,2,Yellow,Zandvoort,2022
1201,0 days 02:14:18.971000,4,SCDeployed,Zandvoort,2022
1202,0 days 02:23:46.597000,1,AllClear,Zandvoort,2022
1203,0 days 00:07:13.128000,1,AllClear,Monza,2022
1204,0 days 00:07:13.128000,2,Yellow,Monza,2022
1205,0 days 00:08:32.384000,1,AllClear,Monza,2022
1206,0 days 01:18:18.928000,2,Yellow,Monza,2022
1207,0 days 01:18:28.703000,1,AllClear,Monza,2022
1208,0 days 01:18:29.579000,2,Yellow,Monza,2022
1209,0 days 01:18:50.912000,6,VSCDeployed,Monza,2022
1210,0 days 01:20:01.263000,7,VSCEnding,Monza,2022
1211,0 days 01:20:14.670000,1,AllClear,Monza,2022
1212,0 days 02:09:42.002000,2,Yellow,Monza,2022
1213,0 days 02:10:43.523000,4,SCDeployed,Monza,2022
1214,0 days 00:14:57.999000,1,AllClear,Marina Bay,2022
1215,0 days 00:48:08.380000,2,Yellow,Marina Bay,2022
1216,0 days 01:19:47.419000,1,AllClear,Marina Bay,2022
1217,0 days 01:37:26.264000,2,Yellow,Marina Bay,2022
1218,0 days 01:46:46.991000,1,AllClear,Marina Bay,2022
1219,0 days 02:08:46.566000,2,Yellow,Marina Bay,2022
1220,0 days 02:08:48.063000,1,AllClear,Marina Bay,2022
1221,0 days 02:21:22.302000,2,Yellow,Marina Bay,2022
1222,0 days 02:21:28.424000,1,AllClear,Marina Bay,2022
1223,0 days 02:21:45.120000,2,Yellow,Marina Bay,2022
1224,0 days 02:23:37.736000,4,SCDeployed,Marina Bay,2022
1225,0 days 02:30:05.688000,1,AllClear,Marina Bay,2022
1226,0 days 02:51:31.439000,2,Yellow,Marina Bay,2022
1227,0 days 02:52:08.287000,6,VSCDeployed,Marina Bay,2022
1228,0 days 02:55:00.727000,7,VSCEnding,Marina Bay,2022
1229,0 days 02:55:11.300000,1,AllClear,Marina Bay,2022
1230,0 days 03:00:45.695000,2,Yellow,Marina Bay,2022
1231,0 days 03:01:07.906000,1,AllClear,Marina Bay,2022
1232,0 days 03:01:13.091000,2,Yellow,Marina Bay,2022
1233,0 days 03:02:02.127000,6,VSCDeployed,Marina Bay,2022
1234,0 days 03:03:26.325000,7,VSCEnding,Marina Bay,2022
1235,0 days 03:03:38.220000,1,AllClear,Marina Bay,2022
1236,0 days 03:05:29.126000,2,Yellow,Marina Bay,2022
1237,0 days 03:06:56.303000,6,VSCDeployed,Marina Bay,2022
1238,0 days 03:10:55.964000,7,VSCEnding,Marina Bay,2022
1239,0 days 03:11:10.227000,1,AllClear,Marina Bay,2022
1240,0 days 03:17:00.351000,2,Yellow,Marina Bay,2022
1241,0 days 03:17:06.680000,1,AllClear,Marina Bay,2022
1242,0 days 03:22:48.614000,2,Yellow,Marina Bay,2022
1243,0 days 03:23:29.510000,4,SCDeployed,Marina Bay,2022
1244,0 days 03:33:18.832000,1,AllClear,Marina Bay,2022
1245,0 days 00:00:00,1,AllClear,Suzuka,2022
1246,0 days 01:02:52.655000,2,Yellow,Suzuka,2022
1247,0 days 01:03:12.328000,1,AllClear,Suzuka,2022
1248,0 days 01:03:47.819000,2,Yellow,Suzuka,2022
1249,0 days 01:04:10,4,SCDeployed,Suzuka,2022
1250,0 days 01:07:12.953000,5,Red,Suzuka,2022
1251,0 days 03:03:47.299000,1,AllClear,Suzuka,2022
1252,0 days 00:00:00,1,AllClear,Austin,2022
1253,0 days 00:10:06.521000,2,Yellow,Austin,2022
1254,0 days 00:10:08.261000,1,AllClear,Austin,2022
1255,0 days 00:14:45.524000,2,Yellow,Austin,2022
1256,0 days 00:14:47.025000,1,AllClear,Austin,2022
1257,0 days 00:14:48.446000,2,Yellow,Austin,2022
1258,0 days 00:14:50.265000,1,AllClear,Austin,2022
1259,0 days 00:15:30.757000,2,Yellow,Austin,2022
1260,0 days 00:15:34.166000,1,AllClear,Austin,2022
1261,0 days 01:02:54.062000,2,Yellow,Austin,2022
1262,0 days 01:02:58.311000,1,AllClear,Austin,2022
1263,0 days 01:32:34.068000,2,Yellow,Austin,2022
1264,0 days 01:33:06.788000,4,SCDeployed,Austin,2022
1265,0 days 01:41:54.800000,1,AllClear,Austin,2022
1266,0 days 01:43:05.660000,2,Yellow,Austin,2022
1267,0 days 01:43:13.471000,4,SCDeployed,Austin,2022
1268,0 days 01:52:19.096000,1,AllClear,Austin,2022
1269,0 days 00:00:02.936000,2,Yellow,Mexico City,2022
1270,0 days 00:06:31.711000,1,AllClear,Mexico City,2022
1271,0 days 02:31:34.690000,2,Yellow,Mexico City,2022
1272,0 days 02:31:57.090000,6,VSCDeployed,Mexico City,2022
1273,0 days 02:32:50.946000,7,VSCEnding,Mexico City,2022
1274,0 days 02:33:02.399000,1,AllClear,Mexico City,2022
1275,0 days 00:13:30.735000,1,AllClear,São Paulo,2022
1276,0 days 01:02:34.787000,2,Yellow,São Paulo,2022
1277,0 days 01:02:44.831000,4,SCDeployed,São Paulo,2022
1278,0 days 01:12:52.027000,1,AllClear,São Paulo,2022
1279,0 days 01:13:49.890000,2,Yellow,São Paulo,2022
1280,0 days 01:14:01.337000,1,AllClear,São Paulo,2022
1281,0 days 02:11:42.913000,2,Yellow,São Paulo,2022
1282,0 days 02:12:45.520000,6,VSCDeployed,São Paulo,2022
1283,0 days 02:15:23.432000,4,SCDeployed,São Paulo,2022
1284,0 days 02:25:12.153000,1,AllClear,São Paulo,2022
1285,0 days 00:00:00,1,AllClear,Yas Island,2022
1286,0 days 00:02:19.161000,2,Yellow,Yas Island,2022
1287,0 days 00:02:21.239000,1,AllClear,Yas Island,2022
1288,0 days 02:00:17.981000,2,Yellow,Yas Island,2022
1289,0 days 02:00:27.096000,1,AllClear,Yas Island,2022
1290,0 days 00:05:28.637000,1,AllClear,Sakhir,2023
1291,0 days 00:21:59.040000,2,Yellow,Sakhir,2023
1292,0 days 00:22:03.165000,1,AllClear,Sakhir,2023
1293,0 days 01:03:07.651000,2,Yellow,Sakhir,2023
1294,0 days 01:03:08.151000,1,AllClear,Sakhir,2023
1295,0 days 01:04:15.978000,2,Yellow,Sakhir,2023
1296,0 days 01:04:51.243000,1,AllClear,Sakhir,2023
1297,0 days 02:08:59.830000,2,Yellow,Sakhir,2023
1298,0 days 02:09:18.298000,6,VSCDeployed,Sakhir,2023
1299,0 days 02:10:53.875000,7,VSCEnding,Sakhir,2023
1300,0 days 02:11:06.437000,1,AllClear,Sakhir,2023
1301,0 days 00:05:28.637000,1,AllClear,Sakhir,2023
1302,0 days 00:21:59.040000,2,Yellow,Sakhir,2023
1303,0 days 00:22:03.165000,1,AllClear,Sakhir,2023
1304,0 days 01:03:07.651000,2,Yellow,Sakhir,2023
1305,0 days 01:03:08.151000,1,AllClear,Sakhir,2023
1306,0 days 01:04:15.978000,2,Yellow,Sakhir,2023
1307,0 days 01:04:51.243000,1,AllClear,Sakhir,2023
1308,0 days 02:08:59.830000,2,Yellow,Sakhir,2023
1309,0 days 02:09:18.298000,6,VSCDeployed,Sakhir,2023
1310,0 days 02:10:53.875000,7,VSCEnding,Sakhir,2023
1311,0 days 02:11:06.437000,1,AllClear,Sakhir,2023
1312,0 days 00:00:00,1,AllClear,Jeddah,2023
1313,0 days 01:29:32.087000,2,Yellow,Jeddah,2023
1314,0 days 01:30:11.102000,4,SCDeployed,Jeddah,2023
1315,0 days 01:37:27.407000,1,AllClear,Jeddah,2023
1316,0 days 00:00:00,2,Yellow,Melbourne,2023
1317,0 days 00:13:07.538000,1,AllClear,Melbourne,2023
1318,0 days 00:30:47.338000,2,Yellow,Melbourne,2023
1319,0 days 00:39:12.957000,1,AllClear,Melbourne,2023
1320,0 days 01:02:44.534000,2,Yellow,Melbourne,2023
1321,0 days 01:03:25.831000,4,SCDeployed,Melbourne,2023
1322,0 days 01:08:10.984000,1,AllClear,Melbourne,2023
1323,0 days 01:13:10.543000,2,Yellow,Melbourne,2023
1324,0 days 01:13:23.246000,4,SCDeployed,Melbourne,2023
1325,0 days 01:16:01.056000,5,Red,Melbourne,2023
1326,0 days 01:31:41.671000,1,AllClear,Melbourne,2023
1327,0 days 01:47:34.722000,6,VSCDeployed,Melbourne,2023
1328,0 days 01:49:37.049000,7,VSCEnding,Melbourne,2023
1329,0 days 01:49:51.267000,1,AllClear,Melbourne,2023
1330,0 days 02:36:29.985000,2,Yellow,Melbourne,2023
1331,0 days 02:36:38.329000,1,AllClear,Melbourne,2023
1332,0 days 02:37:30.688000,4,SCDeployed,Melbourne,2023
1333,0 days 02:40:06.264000,5,Red,Melbourne,2023
1334,0 days 02:50:08.585000,1,AllClear,Melbourne,2023
1335,0 days 02:59:13.048000,2,Yellow,Melbourne,2023
1336,0 days 02:59:25.329000,5,Red,Melbourne,2023
1337,0 days 03:22:14.751000,1,AllClear,Melbourne,2023
1338,0 days 03:36:04.835000,5,Red,Melbourne,2023
1339,0 days 00:00:00,1,AllClear,Baku,2023
1340,0 days 00:05:00.728000,2,Yellow,Baku,2023
1341,0 days 00:05:07.931000,1,AllClear,Baku,2023
1342,0 days 00:11:22.236000,2,Yellow,Baku,2023
1343,0 days 00:12:05.735000,1,AllClear,Baku,2023
1344,0 days 00:13:14.953000,2,Yellow,Baku,2023
1345,0 days 00:13:29.625000,1,AllClear,Baku,2023
1346,0 days 01:04:04.913000,2,Yellow,Baku,2023
1347,0 days 01:04:22.382000,1,AllClear,Baku,2023
1348,0 days 01:20:00.630000,2,Yellow,Baku,2023
1349,0 days 01:20:08.130000,1,AllClear,Baku,2023
1350,0 days 01:20:22.927000,2,Yellow,Baku,2023
1351,0 days 01:21:22.441000,4,SCDeployed,Baku,2023
1352,0 days 01:28:42.308000,1,AllClear,Baku,2023
1353,0 days 01:34:43.021000,2,Yellow,Baku,2023
1354,0 days 01:34:44.208000,1,AllClear,Baku,2023
1355,0 days 02:31:24.334000,2,Yellow,Baku,2023
1356,0 days 02:31:26.428000,1,AllClear,Baku,2023
1357,0 days 00:00:00,1,AllClear,Miami,2023
1358,0 days 00:19:40.236000,2,Yellow,Miami,2023
1359,0 days 00:19:43.236000,1,AllClear,Miami,2023
1360,0 days 00:19:45.330000,2,Yellow,Miami,2023
1361,0 days 00:19:48.345000,1,AllClear,Miami,2023
1362,0 days 00:00:00,1,AllClear,Monaco,2023
1363,0 days 00:06:38.603000,2,Yellow,Monaco,2023
1364,0 days 00:06:52.259000,1,AllClear,Monaco,2023
1365,0 days 00:19:51.886000,2,Yellow,Monaco,2023
1366,0 days 00:22:06.399000,1,AllClear,Monaco,2023
1367,0 days 01:02:41.403000,2,Yellow,Monaco,2023
1368,0 days 01:02:43.872000,1,AllClear,Monaco,2023
1369,0 days 01:16:53.044000,2,Yellow,Monaco,2023
1370,0 days 01:17:50.246000,1,AllClear,Monaco,2023
1371,0 days 01:20:09.353000,2,Yellow,Monaco,2023
1372,0 days 01:20:19.681000,1,AllClear,Monaco,2023
1373,0 days 02:13:43.686000,2,Yellow,Monaco,2023
1374,0 days 02:13:50.999000,1,AllClear,Monaco,2023
1375,0 days 02:13:52.358000,2,Yellow,Monaco,2023
1376,0 days 02:14:27.670000,1,AllClear,Monaco,2023
1377,0 days 02:14:34.107000,2,Yellow,Monaco,2023
1378,0 days 02:15:46.465000,1,AllClear,Monaco,2023
1379,0 days 02:15:49.637000,2,Yellow,Monaco,2023
1380,0 days 02:15:54.371000,1,AllClear,Monaco,2023
1381,0 days 02:19:08.462000,2,Yellow,Monaco,2023
1382,0 days 02:19:24.555000,1,AllClear,Monaco,2023
1383,0 days 02:20:09.367000,2,Yellow,Monaco,2023
1384,0 days 02:20:22.585000,1,AllClear,Monaco,2023
1385,0 days 02:22:10.974000,2,Yellow,Monaco,2023
1386,0 days 02:22:48.864000,1,AllClear,Monaco,2023
1387,0 days 02:24:31.143000,2,Yellow,Monaco,2023
1388,0 days 02:24:43.940000,1,AllClear,Monaco,2023
1389,0 days 02:37:00.864000,2,Yellow,Monaco,2023
1390,0 days 02:37:31.864000,1,AllClear,Monaco,2023
1391,0 days 00:00:00,1,AllClear,Barcelona,2023
